,Number of Songs,Artist Name,Artist Location,Duration,Title,Release,Year,Danceability,Energy,Mode,Tempo,Loudness,Hotness 
2234,1,Adrenaline,"Chicago, IL",231.96689,Playing the Role of God,Castrum Doloris,0,0.0,0.0,0,146.879,-5.621,0.0
2235,1,Shinehead,"London, England",227.34322,World Of The Video Game,The Real Rock,0,0.0,0.0,0,140.281,-12.955,0.0
2236,1,3 Steps Ahead,,45.50485,My Mind Is Gone,Most Wanted & Mad,1997,0.0,0.0,0,74.551,-16.459,
2237,1,Fat Joe,"Bronx, NY",235.17995,Prove Something (explicit album version),Loyalty,2002,0.0,0.0,1,159.499,-3.775,0.22809606592725593
2238,1,Sergio Franchi,Italy,203.72853,Arrivederci Roma,This Is Sergio Franchi,0,0.0,0.0,1,90.098,-17.962,0.2704229740800682
2239,1,Bénabar,,224.9922,Christelle Est Une Ordure,Reprise Des Négociations,2005,0.0,0.0,1,100.312,-14.658,0.0
2240,1,Cool cavemen,"Lille, France",261.8771,Burlesque burglary,Multipolar,0,0.0,0.0,1,90.267,-4.774,0.0
2241,1,Johnny Osbourne,,209.162,Mine Yuh Business,Rougher Than Them,0,0.0,0.0,0,85.714,-10.901,
2242,1,Roni Size,"Bristol, England",268.9824,Encore,Roni Size Reprazent - New Forms2,0,0.0,0.0,0,87.618,-2.904,0.3603705827121406
2243,1,Singing Melody Feat. Robyn,,213.31546,Are You Home,Expression,0,0.0,0.0,0,97.289,-5.688,0.0
2244,1,Sneaky Sound System,"Sydney, Australia",342.02077,I Love It [Clubstar Remix],I Love It,2006,0.0,0.0,0,145.032,-6.424,0.0
2245,1,Bally Sagoo,,282.25261,Punjabian Di Chale Glassi,Hanji,2003,0.0,0.0,0,96.043,-12.686,0.0
2246,1,Los Titanes,,214.17751,No La Dejes Sola,Rumba Que Te Tumba,2008,0.0,0.0,1,103.548,-6.453,0.46564175747904607
2247,1,Blue Rodeo,"Toronto, Ontario, Canada",251.402,Mystic River,Small Miracles,2007,0.0,0.0,1,121.795,-7.225,0.3347065490692206
2248,1,Whitney Cummings,,48.63955,Romance,Emotional Ninja,2009,0.0,0.0,0,106.41,-4.429,0.21508031850922793
2249,1,Willie Clayton,"Indianola, MS",279.7971,Unconditionally (Soul and R&B),Changing Tha Game,0,0.0,0.0,0,141.992,-8.681,0.2916254362425682
2250,1,Justin,Georgia,233.92608,Lu Ren Jia,JTV,0,0.0,0.0,0,79.098,-9.225,
2251,1,Nick Cave & The Bad Seeds,,180.03546,Rock Of Gibraltar,Nocturama,2003,0.0,0.0,1,158.404,-8.537,0.5908602981061548
2252,1,Nando Lauria,,210.52036,O Come All Ye Faithful,Latino Christmas,2003,0.0,0.0,1,106.658,-12.928,0.42530424172042486
2253,1,Charlie McCoy,"Jackson, MS",157.93587,Blue Yodel No. 1(T For Texas),Harpin´ The Blues,0,0.0,0.0,1,136.208,-14.807,
2254,1,Andy Andy,,220.49914,Maldito Amor Featuring Tito El Bambino (Version Urbana),Tu Me Haces Falta,0,0.0,0.0,0,88.578,-6.845,
2255,1,Danny Wright,Texas,239.5424,Holly & The Ivy (Album Version),An Intimate Christmas,0,0.0,0.0,1,111.549,-20.578,0.0
2256,1,Leon Russel,"Lawton, OK",259.91791,Three Bells / Les 3 cloches,Thank You Edith! (Tribute to Edith Piaf),0,0.0,0.0,1,91.289,-14.135,0.0
2257,1,Ross,Indonesia,68.49261,I Promise My Heart,I Promise My Heart,0,0.0,0.0,0,135.826,-9.233,
2258,1,Oak Ridge Boys,,192.05179,Hide Thou Me,Early Gospel Recordings,0,0.0,0.0,1,65.573,-16.866,
2259,1,Kerson,Texas,396.5122,Melody,Club Work Session Vol.03,0,0.0,0.0,0,125.037,-10.249,
2260,1,João Gilberto / Gilberto Gil / Caetano Veloso,,77.00853,Cordeiro De Nana,Brasil,0,0.0,0.0,1,113.515,-22.659,0.5729201479465231
2261,1,Army of the Pharoahs,,129.69751,Narrow Grave,The Torture Papers,0,0.0,0.0,0,92.236,-5.995,
2262,1,Jean Gabin,,193.27955,C'est moi le mari,The Greatest Hits from 40's and 50's_ Vol. 28,0,0.0,0.0,1,88.915,-10.499,0.0
2263,1,The Beatles,"Liverpool, England",53.78567,Derek Taylor - Introduction,Here There And Everywhere,0,0.0,0.0,1,112.361,-47.664,
2264,1,Streetwize,,265.58649,No One,Put U To Bed,0,0.0,0.0,1,93.001,-8.723,0.26586104921065007
2265,1,Cheo Feliciano,"Ponce, Puerto Rico",269.26975,Juguete,Latin Nights,1972,0.0,0.0,1,165.346,-6.071,
2266,1,Screamin' Jay Hawkins,"Cleveland, OH",211.33016,I Put a Spell on You,I Put a Spell on You: The Best Of,1956,0.0,0.0,0,130.335,-6.56,
2267,1,Atman,,290.48118,Luminous Bliss,97 | 07,2005,0.0,0.0,0,118.058,-8.732,0.3135621142479342
2268,1,A-Studio,,177.81506,S.O.S.,S.O.S.,0,0.0,0.0,1,127.574,-7.625,
2269,1,Georges Delerue,,130.66404,Le Théâtre / Bof L'Important C'Est D'Aimer,Police Python 357 / L'Important C'Est D'Aimer/Paul Gaugu In/ Malpertuis / Jamais Plus Toujours,0,0.0,0.0,1,178.63,-24.953,0.0
2270,1,Bellatrax feat. Tina Cousins,,410.90567,Can't Hold Back,Can't Hold Back,0,0.0,0.0,1,128.006,-7.475,
2271,1,Forensics,UK - England - London,289.98485,Boat Day At the Marina,On a Bridge Atop the Heap of Friends Who Jumped,0,0.0,0.0,0,145.521,-7.992,
2272,1,Ice Cube,"Los Angeles, CA",224.02567,Why We Thugs (edited version),Laugh Now_ Cry Later,0,0.0,0.0,0,99.095,-5.815,
2273,1,Bobby Capo,Puerto Rico,178.25914,La Luna Enamora - Original,Bobby Capo Selected Hits Vol. 2,0,0.0,0.0,1,77.788,-10.509,
2274,1,Sandy Posey,"Jasper, AL",125.36118,When Will I Be Loved,One Fine Day,1990,0.0,0.0,1,120.92,-12.892,0.21508031850922793
2275,1,Ice Cube,"Los Angeles, CA",198.86975,Gangsta's Fairytale 2 (Explicit),The Predator (World) (Explicit),0,0.0,0.0,1,87.102,-6.353,0.563246899280654
2276,1,US Coast Guard Band,,106.16118,Fanfare For Freedom,Liberty For All!,0,0.0,0.0,1,120.317,-16.657,
2277,1,The Winans,"Detroit, MI",252.49914,Are We Really Doing Your Will,Everything Will Be Alright_ The Power of Gospel,0,0.0,0.0,1,139.224,-12.515,
2278,1,Kathleen Madigan,California - LA,225.61914,Religion,Kathleen Madigan,0,0.0,0.0,1,79.952,-16.007,0.6604010383914785
2279,1,Stephan Micus,,274.65098,Contessa Entellina,Desert Poems,2001,0.0,0.0,1,82.581,-25.395,0.36727341580934564
2280,1,Radney Foster,"Del Rio, TX",208.14322,Again,Another Way To Go,0,0.0,0.0,1,140.595,-5.384,0.42651242880748796
2281,1,The Clark Sisters,,283.0624,Drummer Boy,Family Christmas,0,0.0,0.0,0,108.584,-8.691,0.30416950343527516
2282,1,A Challenge Of Honour,,242.28526,Heiliges Feuer,Wilhelm Gustloff,0,0.0,0.0,0,120.059,-13.459,0.3725300393660796
2283,1,Marisela,,200.28036,Un Amor En El Olvido,Borron Y Cuenta Nueva,0,0.0,0.0,1,84.81,-9.437,0.37598430150044215
2284,1,Ed Calle,Florida,253.51791,Bar Talk,Twilight,0,0.0,0.0,1,116.034,-6.803,0.0
2285,1,Johnny Keating & All Stars,,160.31302,Fair Diana,Ultraviolet,0,0.0,0.0,1,118.617,-13.567,
2286,1,Boards of Canada,Scotland,472.52853,Happy Cycling,Music Has The Right To Children,1996,0.0,0.0,0,100.013,-13.207,0.6854736381952535
2287,1,MU330,"St. Louis, MO",132.44036,Cursed Again,Chumps On Parade,1997,0.0,0.0,0,126.274,-7.554,0.46048484498641545
2288,1,Simon & Garfunkel,"Forest Hills, Queens, New York City, NY, USA",130.76853,Old Friends,The Collection,1968,0.0,0.0,1,149.9,-23.964,
2289,1,Ed Ames,"Malden, MA",154.30485,For Me And My Gal,Reader's Digest Music: Ed Ames - The Reader's Digest Sessions_ Vol. 1,0,0.0,0.0,1,134.56,-11.467,0.2331663339689613
2290,1,Jah Cure,"Montego Bay, Jamaica",287.65995,Freedom,The Universal Cure,2008,0.0,0.0,0,85.731,-6.304,0.48512236410182064
2291,1,Nickelback,"Hanna, Alberta, Canada",119.7971,We Will Rock You,Photograph [Commercial Single],2005,0.0,0.0,0,161.909,-5.535,0.6276086027807122
2292,1,Ron Goodwin,"Plymouth, Devon, England",47.51628,Personal Tragedy,Battle Of Britain,1999,0.0,0.0,1,61.409,-19.995,0.21204540548371908
2293,1,George Nooks,,223.50322,Better Way Of Life,Standing By,2001,0.0,0.0,0,149.827,-5.641,
2294,1,Willie Clancy,"Miltown Malbay, Ireland",105.74322,Double Jig: The Rolling Wave,Willie Clancy The Gold Ring,0,0.0,0.0,1,145.635,-11.367,
2295,1,Keb' Mo',"Los Angeles, CA",194.48118,I'm Amazing,Keep It Simple,2004,0.0,0.0,1,88.746,-10.981,0.536032111708468
2296,1,Bela Fleck And The Flecktones,,368.53506,Frontiers (LP Version),Bela Fleck and the Flecktones,0,0.0,0.0,1,227.48,-20.335,
2297,1,P.o.d,,159.76444,Roman Empire,When Angels and Serpents Dance,0,0.0,0.0,0,128.961,-10.012,0.596300263968127
2298,1,Statues,"Sudbury, Ontario - Canada",211.01669,Urbania,Aux,0,0.0,0.0,1,107.892,-8.873,0.0
2299,1,The Jackson Southernaires,Mississippi,248.99873,Thank You Mama,Thank You Mama For Praying For Me...,0,0.0,0.0,1,129.034,-13.795,0.0
2300,1,The Del McCoury Band,,188.49914,Gone But Not Forgotten,Del And The Boys,0,0.0,0.0,1,170.079,-7.659,0.6193058811154868
2301,1,Vivian,CANADA - Ontario,182.62159,Celebration,Nordic Hotel,0,0.0,0.0,1,105.004,-4.373,0.0
2302,1,Linkin Park,"Los Angeles, CA",190.30159,Pushing Me Away (Album Version),Hybrid Theory,2000,0.0,0.0,0,103.129,-4.78,
2303,1,Whitney Cummings,,78.91546,Porn,Emotional Ninja,2009,0.0,0.0,0,145.562,-4.314,0.21508031850922793
2304,1,Ronnie Milsap,"Robbinsville, NC",251.27138,Why Don't You Spend The Night,The Essential Ronnie Milsap,1980,0.0,0.0,1,113.86,-10.415,
2305,1,David Bowie,"London, UK",369.13587,Time Will Crawl (Extended Dance Mix),Time Will Crawl E.P.,0,0.0,0.0,0,121.842,-11.085,0.2718839761869823
2306,1,The Roots,"Philadelphia, Pennsylvania, U.S.",237.58322,The Ultimate,The Roots Come Alive,0,0.0,0.0,1,94.819,-2.664,0.47405483093120077
2307,1,The Flies,,222.40608,All Too Human,The Flies,2007,0.0,0.0,0,95.051,-11.814,
2308,1,EPMD,allentown Pennsylvania USA,159.26812,Mr. Bozack,Business As Usual,1990,0.0,0.0,0,173.423,-11.498,0.476248227291196
2309,1,Bruce BecVar,,226.82077,Razamataz,Rhythms Of Life,0,0.0,0.0,1,45.43,-12.778,0.5187598979970994
2310,1,Between The Buried And Me,"Charlotte, NC",291.39546,Use Of A Weapon (Album Version),Between The Buried And Me,2002,0.0,0.0,1,179.406,-5.765,0.579038701159863
2311,1,Deborah Coleman,"Portsmouth, VA",209.44934,Confused,Soft Place To Fall,2000,0.0,0.0,1,127.122,-3.432,0.3347065490692206
2312,1,Dark Fortress,,336.16934,Evenfall,Ylem,2010,0.0,0.0,1,127.817,-3.832,0.7544044107855595
2313,1,Time Factory,,243.56526,Fleeting sound,No borders,2006,0.0,0.0,1,89.335,-6.612,
2314,1,Emilio,"SAN ANTONIO, Texas",165.27628,Hoy,10 Aniversario,0,0.0,0.0,1,198.118,-13.718,0.0
2315,1,Ayo,United States,240.95302,Down On My Knees,Down On My Knees,2006,0.0,0.0,0,182.705,-10.372,
2316,1,Los Auténticos Decadentes,,199.8624,No Sé  Lo Que Hacer,Vinyl Replica: El Milagro Argentino,0,0.0,0.0,1,121.834,-9.341,0.0
2317,1,The Germs,"Los Angeles, CA",82.9122,Intro,Germicide,0,0.0,0.0,1,64.259,-16.673,0.2998774882739778
2318,1,Deathstar,Washington,122.56608,Represent,The Triumph,0,0.0,0.0,1,142.253,-5.766,0.24771546220109708
2319,1,Donna The Buffalo,,231.73179,Garden Of Eden,Silverlined,0,0.0,0.0,0,130.545,-6.079,0.30416950343527516
2320,1,Mindy McCready,"Fort Meyers, FL",231.33995,Be With Me,Mindy McCready,2002,0.0,0.0,1,88.942,-9.018,0.0
2321,1,Elmore James,"Richland, MS",57.39057,Strange Kinda Feeling (Take 4),Dark And Dreary,1993,0.0,0.0,1,172.9,-10.985,
2322,1,Korn,"Bakersfield, CA",185.93914,Right Now,Live & Rare,2003,0.0,0.0,0,210.691,-6.738,
2323,1,Pat Travers,"Toronto, Canada",239.0722,Black Betty,The Very Best Of,0,0.0,0.0,1,114.083,-8.665,
2324,1,Bobby Russell,"Nashville, TN",130.71628,Jingle Bell Rock,Children's Christmas Party,0,0.0,0.0,1,137.959,-14.945,
2325,1,Lisa Lisa & Cult Jam (featuring Full Force),,285.12608,U Never Nu How Good U Had It,Super Hits,1989,0.0,0.0,1,107.944,-7.311,
2326,1,Sugarman Three,,200.35873,Mulin' Around,Soul Donkey,0,0.0,0.0,0,135.525,-6.692,0.4471357962861778
2327,1,BT,Earth,253.07383,Knowledge Of Self (Evol Intent Remix),The Dungeonmaster's Guide,2004,0.0,0.0,0,136.897,-6.21,0.5782748931228445
2328,1,Gisele MacKenzie,"Winnipeg, Manitoba, Canada",178.88608,Swinging Down the Lane,The Very Best of Gisele MacKenzie,0,0.0,0.0,1,121.078,-13.298,
2329,1,Faking David,,196.54485,Sex Will Sell,Freedom Of Expression,0,0.0,0.0,1,107.303,-8.101,0.0
2330,1,Eric Burdon,"Walker-on-Tyne, England",271.64689,Hook Of Holland,Good Times - A Collection,0,0.0,0.0,0,148.142,-9.951,0.4072330149011048
2331,1,Geggy Tah,,231.54893,Special Someone,Into the Oh,2001,0.0,0.0,1,103.046,-9.781,0.0
2332,1,Seamus Egan,,277.18485,McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig),Traditional Music Of Ireland,0,0.0,0.0,1,61.82,-10.638,0.19285634606505803
2333,1,Bumblefoot,New Jersey,200.35873,Piranha,Abnormal,2008,0.0,0.0,1,98.784,-4.793,0.27224568000599825
2334,1,Bukka White,"Houston, MS",172.30322,Fixin' To Die Blues,The Panama Limited,1940,0.0,0.0,1,107.081,-14.873,
2335,1,Foxy Brown / Total,,287.7122,I Can't,Chyna Doll,0,0.0,0.0,0,97.143,-3.848,0.5971167029227197
2336,1,:Blacks On :Blondes,,383.58159,Sublime Control,Travel Without Leaving The Bed,0,0.0,0.0,0,124.969,-7.085,
2337,1,David Gilmour Featuring Richard Wright,"Cambridgeshire, England",202.1873,Arnold Layne,Arnold Layne,2006,0.0,0.0,1,138.43,-7.204,
2338,1,Schizoid,,244.6624,Strangerhood,Static Dynamics,0,0.0,0.0,1,175.127,-24.2,
2339,1,Red Hot Chili Peppers,,367.01995,Venice Queen (Album Version),By The Way,2002,0.0,0.0,1,88.57,-5.278,0.9117334982310725
2340,1,Seven Mary Three,,238.10567,People Like New (LP Version),Rock Crown,1997,0.0,0.0,0,77.885,-10.133,0.0
2341,1,Irini Merkouri,,237.81832,Oute Mia Fora,Na Fisai I Anixi,0,0.0,0.0,1,160.001,-7.788,
2342,1,Willie Bobo,"New York, NY [Spanish Harlem]",139.49342,It's Not Unusual,Latin Jazz (Jazz Club),2008,0.0,0.0,1,113.552,-12.039,
2343,1,Johnny Pearson,,105.92608,Running Sabotage,Industrial Panorama,0,0.0,0.0,0,107.93,-14.579,
2344,1,The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra,,185.99138,The Dance at The Gym,West Side Story - Original Broadway Cast,0,0.0,0.0,1,111.506,-14.953,
2345,1,Elva Hsiao,,287.92118,Shi Qu Ni,The Fifth Ave,0,0.0,0.0,1,135.778,-6.916,
2346,1,Alexis HK,,202.57914,Maudits anglois,Les Affranchis,2009,0.0,0.0,0,160.066,-12.215,0.3277366831778408
2347,1,Tha Liks featuring King T,,251.6371,The Bubble,X.O. Experience,2001,0.0,0.0,1,89.311,-5.17,
2348,1,The Family Stand,Brooklyn,413.54404,The Education Of Jamie,Moon In Scorpio,0,0.0,0.0,0,122.691,-10.216,0.0
2349,1,Buddy Johnson,"Darlington, SC",171.38893,Because - Part 1,Jukebox Hits 1940-1951,0,0.0,0.0,1,67.176,-10.03,
2350,1,Andy & Lucas,Cádiz,289.12281,Dios Bendiga,Ganas De Vivir,0,0.0,0.0,0,143.855,-3.628,0.42744657148843085
2351,1,Peter Tosh,"Westmoreland, Jamaica",238.23628,Soon Come (2002 Digital Remaster),Bush Doctor,1978,0.0,0.0,0,92.643,-7.261,
2352,1,Blind Willie Johnson,"Marlin, TX",189.3873,If I Had My Way I'd Tear This Building Down,The Roots Of Rap: Classic Recordings From The 1920s & 30s,1996,0.0,0.0,1,164.641,-16.111,0.35853497592151906
2353,1,Onesidezero,"Los Angeles, CA",228.80608,Awake (Album Version),Is This Room Getting Smaller?,2001,0.0,0.0,0,86.844,-6.036,0.20639691576396524
2354,1,Fito Paez,,273.03138,La Ley De La Vida,Confiá,2010,0.0,0.0,0,124.989,-6.116,0.4961753356732933
2355,1,Wet Wet Wet,"Glasgow, Scotland",257.25342,Goodnight Girl,All I Want,1992,0.0,0.0,1,93.156,-4.925,
2356,1,Lou Reid & Carolina,North Carolina,145.94567,It's So Hard To Stumble (When You're Down On Your Knees),My Own Set Of Rules,0,0.0,0.0,1,109.696,-9.063,0.0
2357,1,Jacob Young,,335.93424,Print,This Is You,0,0.0,0.0,1,77.635,-21.498,0.0
2358,1,Rhian Sheehan,Wellington,200.77669,An Afternoon On the Moon (Jet Jaguar's Remix),Paradigm Shift,2001,0.0,0.0,0,98.998,-12.88,
2359,1,The Fabulous Thunderbirds,"Austin, TX",221.23057,Rainin' In My Heart,Powerful Stuff,1989,0.0,0.0,0,110.98,-14.977,0.21508031850922793
2360,1,Leo Ku,,280.55465,Ai De Jie Shi,Steel Box Collection - Leo Ku,0,0.0,0.0,1,110.007,-9.801,
2361,1,Chris Vickery,CANADA - Ontario,191.7122,Jokers and Thieves,Temporary Measures,0,0.0,0.0,1,141.868,-9.22,0.34092275586437804
2362,1,Riviera Regime,,275.22567,Doin' It,Thugz Of War,0,0.0,0.0,1,93.03,-5.572,0.0
2363,1,Kool Keith,,222.30159,Wanna Be A Star,Official Space Tape,1996,0.0,0.0,0,181.208,-4.224,0.3231121208952123
2364,1,Kanye West / Adam Levine,"Atlanta, GA",204.5122,Heard 'Em Say,Heard 'Em Say,2005,0.0,0.0,1,95.098,-11.38,
2365,1,Mikey Dread,Jamaica,193.12281,Hot Cross Bun,Rockers Vibration,1982,0.0,0.0,0,132.088,-8.173,
2366,1,Lou Ann Barton,"Austin, TX",241.26649,Please Come Home For Christmas,An Austin Rhythm And Blues Christmas,1986,0.0,0.0,1,87.485,-10.733,0.45404276609111616
2367,1,Rhian Sheehan,Wellington,288.62649,Existing Alone,Paradigm Shift,2001,0.0,0.0,1,42.782,-17.549,0.2707759989463275
2368,1,Mario Rosenstock,,199.57506,Paint Ball,Gift Grub 8 - The G Factor,0,0.0,0.0,1,84.871,-11.924,
2369,1,Alejandro Lerner,,199.54893,Nena Neurótica,20 Años,0,0.0,0.0,1,140.186,-5.585,
2370,1,Cannon's Jug Stompers,,167.88853,Mule Get Up In The Alley,The Cornshucker's Frolic: Classic Recordings From The 1920's & 30's_ Vol. 2,0,0.0,0.0,1,95.227,-16.521,
2371,1,The Ghost Of Lemora,London,208.69179,Reach For The Ground,Reach For The Ground,0,0.0,0.0,0,136.89,-7.105,0.46894668418570473
2372,1,Robin Frederick,Los Angeles,272.01261,Calling Dr Zarkov,How Far? How Fast?,0,0.0,0.0,1,119.727,-12.237,0.0
2373,1,Y&T,San Francisco Bay Area,275.9571,Black Tiger,Open Fire,1982,0.0,0.0,0,170.773,-8.112,0.3347065490692206
2374,1,Dolores Keane,,229.92934,Telling Me Lies,Solid Ground,1993,0.0,0.0,1,114.093,-14.375,0.0
2375,1,Rev. Timothy Wright,,244.74077,I Know A Man,"Who's On The Lord's Side ""Live",0,0.0,0.0,1,208.51,-6.094,
2376,1,Earl Hooker,"Clarksdale, MS",298.91873,Love Ain't A Play Thing,Two Bugs And A Roach,1968,0.0,0.0,1,94.1,-14.476,0.3347065490692206
2377,1,Michèle Bernard,,232.38485,Le bar du grand désir,Mes premiers vinyls,2002,0.0,0.0,0,83.116,-12.838,
2378,1,Billy Butler,"Philadelphia, PA",213.99465,I'm Gonna Make Her Mine - Original,Billy Butler's Sugar Candy Lady,0,0.0,0.0,1,113.204,-28.107,
2379,1,Usher,"Atlanta, GA",283.89832,I'll Show You Love,Usher,1994,0.0,0.0,0,90.199,-7.275,0.4191258929591558
2380,1,Bob Marley,,224.96608,Small Axe,Lively Up Yourself,1999,0.0,0.0,1,101.121,-9.715,
2381,1,Yodi's,,300.5122,Zélé,Zèlé,0,0.0,0.0,0,84.672,-9.432,
2382,1,Shade Sheist / DJ Vice / DJ Echo / Damizza,"Los Angeles, CA",88.39791,Holla Boyz Outro,Informal Introduction,0,0.0,0.0,0,180.005,-6.016,0.0
2383,1,Andy Russell,,188.682,Easter Parade (1992 Digital Remaster),Great Gentlemen Of Song / Spotlight On Andy Russell,0,0.0,0.0,1,36.773,-15.413,
2384,1,Eddie Cano,,152.99873,Green Fields  (Album Version),Here is Fabulous Eddie Cano,0,0.0,0.0,0,126.029,-15.71,
2385,1,Placebo,"London, England",260.75383,Evalia,The Bitter End,2003,0.0,0.0,1,78.245,-10.942,0.6973488123429205
2386,1,David Meece,,185.33832,Gospel Train (LP Version),Front Row,0,0.0,0.0,1,162.995,-6.429,0.2854586341256211
2387,1,A Tribe Called Quest,"Queens, NY",251.14077,Scenario,The Best Of,1991,0.0,0.0,1,102.829,-10.086,0.7040988390054747
2388,1,Kings Of Leon,"Nashville, Tennessee",225.27955,My Party (Kenna Remix),Charmer,2007,0.0,0.0,0,127.006,-6.205,0.5656665821993944
2389,1,Pentangle,,159.68608,Hole In The Coal,Sweet Child,0,0.0,0.0,0,121.884,-17.15,
2390,1,Jaime Urrutia,,213.68118,Suite nupcial (directo Enjoy 07),En Joy,0,0.0,0.0,1,72.91,-4.316,
2391,1,Cobra Killer,,112.19546,Kick Jump - Part Jump,Cobra Killer,1998,0.0,0.0,0,86.96,-10.672,0.34092275586437804
2392,1,Shaman,Brazil,445.77914,Battle Of The Tom Tom,Irresistible Meltdown Vol. 2,0,0.0,0.0,1,138.001,-10.329,0.0
2393,1,Nicholas,,152.68526,Poaki,Apiti_ vol. 3,0,0.0,0.0,1,180.874,-12.504,
2394,1,Marvin Sapp,"Grand Rapids, MI",264.09751,Smile,Be Exalted,0,0.0,0.0,0,97.022,-8.299,0.319565986882865
2395,1,Tel Basta,,220.36853,I'm Poured Out Like Water,Lickerish,1996,0.0,0.0,0,120.349,-12.383,
2396,1,Van Halen,"Pasadena, CA",248.00608,"Dirty Movies"" (Album Version)",Fair Warning,1981,0.0,0.0,1,184.012,-6.635,0.5890156588598198
2397,1,Teenage Fanclub,"Glasgow, Scotland",204.77342,The Sun Shines From You,Howdy!,2000,0.0,0.0,1,127.811,-5.013,0.6720729764093734
2398,1,Epidemic,York,205.19138,Catalyst (LP Version),Epidemic,0,0.0,0.0,1,129.333,-5.192,
2399,1,Dark Fortress,,459.33669,Ghastly Indoctrination,Séance,2006,0.0,0.0,1,115.37,-7.57,0.7099099374527287
2400,1,Eddie Turner,,306.78159,Rise,Rise,2005,0.0,0.0,0,91.084,-6.398,0.5317220984213001
2401,1,Los Chichos,,242.80771,Vuelve Junto A Mi,Amor Y Ruleta,1979,0.0,0.0,0,152.857,-8.707,
2402,1,Birmingham Jubilee Singers,,184.00608,Toot Toot Dixie Bound,Birmingham Jubilee Singers Vol. 2 (1927-1930),0,0.0,0.0,1,81.647,-14.886,
2403,1,Jimmy Wakely,"Mineola, AR",171.4673,Midnight Wind,Vintage Collections,0,0.0,0.0,1,88.314,-13.683,0.0
2404,1,Deodato,,378.09587,Night Cruiser (Album Version),Night Cruiser,0,0.0,0.0,0,113.52,-13.362,0.4944895175021134
2405,1,Jeff & Sheri Easter,,241.99791,There Is a Way,By Request,0,0.0,0.0,1,156.139,-8.17,
2406,1,X-Raided,,247.37914,Assisted Suicide 2.5,The Unforgiven Vol. 2.5,0,0.0,0.0,1,84.973,-10.069,
2407,1,Kary Ng,,188.36853,Lian Ai Tian Chi,Lian Ai Tian Cai,0,0.0,0.0,0,90.139,-3.616,
2408,1,Jeff Beck Group,,340.34893,Ice Cream Cakes,Original Album Classics,1972,0.0,0.0,1,98.087,-13.637,0.34759285077532753
2409,1,Malina,"Viareggio, Italy",239.72526,Shagi po bitomu steklu,Malina.Org.azm.ru,0,0.0,0.0,0,153.998,-5.497,0.0
2410,1,Mista,,259.3171,If My Baby (LP Version),Mista,0,0.0,0.0,1,169.722,-5.2,
2411,1,Steve Smith,"Brockton, MA",270.99383,Better Off That Way,This Town,0,0.0,0.0,1,159.621,-7.992,0.22914410371660274
2412,1,Sugar Minott,"Kingston, Jamaica",226.40281,Informer,Dance Hall Showcase Vol. II,2008,0.0,0.0,1,154.585,-5.627,0.3725300393660796
2413,1,Cedric Gervais Featuring Caroline,,396.5122,Spirit in My Life (Earnshaw's Instrumental),Spirit in My Life,0,0.0,0.0,1,84.676,-10.047,
2414,1,The King Sisters & Alvino Rey,,163.97016,The Army Air Corps,In The Mood,0,0.0,0.0,0,100.72,-10.814,
2415,1,Suzi Quatro,"Detroit, MI",217.46893,Mama's Boy,The Wild One - The Greatest Hits,1979,0.0,0.0,1,168.165,-11.314,0.6377832856518485
2416,1,Humanzi,"Dublin, Ireland",110.78485,Anxiety,Diet Pills & Magazines,0,0.0,0.0,0,186.141,-3.853,
2417,1,Gene Latter,,167.00036,Groove It,Groove It,0,0.0,0.0,1,86.949,-13.135,
2418,1,Billy May & His Orchestra,,147.59138,Tenderly,All Of Me,0,0.0,0.0,1,64.79,-22.729,0.0
2419,1,Kings Of Leon,"Nashville, Tennessee",168.82893,Genius,Youth & Young Manhood,2003,0.0,0.0,1,125.875,-6.538,0.9102250754999608
2420,1,Kurupt_ Rosco_ Jayo Felony & 40 Glocc,"Philadelphia, PA",192.86159,She Flock To Me,Kalifornia Love,0,0.0,0.0,0,174.762,-14.922,
2421,1,Christie Hennessy,,332.69506,Roll Back The Clouds,The Platinum Collection,0,0.0,0.0,1,126.488,-15.673,
2422,1,The Jeremy Spencer Band,"West Hartlepool, England",206.05342,Travellin' (Album Version),Flee,0,0.0,0.0,1,116.137,-9.1,0.26465165838973526
2423,1,The Stooges,"Ann Arbor, MI",43.91138,Studio Dialogue (#19),1970: The Complete Fun House Sessions,0,0.0,0.0,0,100.353,-22.115,
2424,1,Candy Lo,,244.03546,Ji Nian Pin,Miao......,0,0.0,0.0,1,235.903,-8.951,
2425,1,Flamin' Groovies,"San Francisco, CA",199.96689,Evil Hearted Ada,Teenage Head,1971,0.0,0.0,1,235.405,-5.24,0.6616513907264476
2426,1,Eddie Cantor,"New York, NY",145.31873,That's The Kind Of Baby For Me,All Time Greats,2000,0.0,0.0,1,122.887,-24.705,0.21204540548371908
2427,1,Marga Gomez,,26.93179,Introduction,Hung Like A Fly,0,0.0,0.0,1,104.618,-13.467,
2428,1,Roberto Roena,,224.522,Oriza Eh,Apollo Sound V,0,0.0,0.0,1,126.291,-6.648,0.0
2429,1,Tum Tum [DJ Drop Mix],,87.14404,Definition Of A Zilla'Naire,The Definition Of A ZillaNaire [DJ Drop Mix],0,0.0,0.0,1,159.252,-9.285,
